Abbott, Mary
Matthew, H.C.G.
Matthew, H. Colin G.
Matthew, J.F.
Matthews, E.A.W
Matthews, Geoffrey F.
Matthews, J. F.
Matthews, J.F.
Matthews, R.C.O.
Mattingley, David J.
Mattingly, David J.
Mattingly, H. B.
Mattingly, H.B.
Maule, Jeremy F.
Maver, Irene E.
Mawby, Arthur A.
Mawby, Spencer
Mawby, Spencer W.
Mawdsley, Evan
Maws, Alex
Maxfield, Valerie A.
Maxwell, David
Maxwell, David J.P.
Maxwell, R.
Mayall, B.L.
Mayall, James
Mayall, James B.L.
Mayer, A.C.
May, G.H.L. Le
Mayhew, Nicholas
Mayr-Harting, Henry M.R.E.
Mayr-Harting, H.M.R.E.
Mazower, Mark A.
McAllister, James
McAllister, R.A.
McAuley, Mary
McBarnet, Doreen J.
McBride, Ian
McBride, Ian R.
McCafferty, John
McCaffrey, J.F.
McCaffrey, John F.
McCarry, T.J.
McCarthy, Andrew
McCaskie, T.C.
McCaskie, Thomas C.
McCaskie, Tom
MccGwire, M.K.
McClelland, K.
McClelland, Keith
McClelland, V.A.
McClelland, V. Alan
McClive, Cathy
McConnel, James
McCord, N.
McCormack, G.P.
McCormack, Matthew
McCormick, Finbar
McCormick, Leanne
McCracken, J.L.
McCracken, Kathleen
McCracken, K. John
McCrone, D.
McCulloch, Gary
McCullough, Peter
McDaniel, Iain
McDermid, Jane
McDermid, Jane H.
McDermott, R.P.
McDonald, Alan
McDonald, Michael V.
McDonald, M.V.
McDonald, Nicola
McDougall, James
McElligot, Anthony P.
McElligott, Anthony
McEwen, J.S.
McFarland, Elaine W.
McFarlane, A.
McFarlane, Anthony
McFarlane, Antony
McFarquhar, A.M.M.
McGarry, Fearghal P.
McGing, Brian
McGlew, T.J.
McGowan, Margaret
McGrail, S.
McGrail, Sean
McGrath, Charles Ivar
McGrath, Elizabeth
McGrath, P.V.
McGregor, Martin
McGregor, O.R.
McGuire, James
McHardy, Alison K.
McHugh, P.F.
McIlwaine, Ia  C.
McInnes, A.J.D.M.
McInnes, Angus J.D.M.
McIntosh, Esther
Mcintyre, A.D.
McIntyre, A.D.
McIvor, A.J.
McIvor, Arthur
McIvor, Arthur I.
McIvor, Arthur J.
McKay, D.
McKean, Charles
McKean, Charles A.
McKean, Robert B.
McKendrick, N.
McKennel, A.C.
McKenzie, D.F.
McKenzie, Donald F.
McKenzie, Judith
McKenzie, M.L.
McKenzie, P.R.
McKibbin, R.I.
McKibbin, Ross I.
McKinley, R.A.
McKinstry, Samuel
McKitterick, David J.
McKitterick, Rosamond  D.
McKitterick, Rosamond D.
McLay, Keith A.J.
McLean, Iain
McLean, Iain S.
McLean, M.
McLeod, D.H.
McLeod, D. Hugh
McLeod, D. Hugh MacLeod
McLeod, Jenny
McLoughlin, Dympna
McLynn, Neil
McMahon, Deirdre
McManners, J.
McManus, Clare
McMillan, James F.
McMullen, David L.
McNally, Paddy
McNamara, Robert
McParland, Edward
McPartland, M.F.
McPhee, A.
McShane, Angela
McTighe, Sheila
McVey, Ruth  T.
McVey, Ruth T.
McWilliam, Rohan
Meadows, A.J.
Mead, W.R.
Mearker, Anna
Mears, Natalie
Medlicott, W.N.
Mee, C.B.
Mee, John
Meeks, G.
Mehrotra, S.R.
Meikle, S.
Mellart, J.
Meller, Helen E.
Melling, Joseph L.
Mellor, David
Mellor, David A.
Mellor, Philip A.
Mellor, R.E.H.
Menage, V.L.
Mendelsohn, J. Andrew
Mendes-Flohr, P.
Mendl, W.M.L.
Mengham, Rod
Menski, W.F.
Mercer, Patricia   A.
Mercer, Patricia A.
Meredith, A.
Merridale, Catherine
Merritt, Julia
Merritt, Julia F.
Merson, A.L.
Metcalf, D. Michael
Metcalfe, Alex
Metcalfe, G.E.
Metcalfe, Sarah
Metcalf, G.
Mettam, R.C.
Mettam, Roger C.
Meussig, Carolyn
Mhaonaigh, Máire Ní
Michael J.
Michael, M.
Michie, Ranald C.
Michie, R.C.
Mick, Christoph
Middlebrook, Kevin
Middlemas, R.K.
Middleton, Roger A.H.
Miles, H.A.D.
Miliband, R
Miliband, R.
Millard, Alan R.
Millard, Andrew
Millard, D.W.
Millar, F. C. B.
Millar, Fergus G.B.
Millar, F. G. B.
Millar, F.G.B.
Millar, Sir Oliver
Miller, D.L.
Miller, E.
Miller, J.L.
Miller, John
Miller, John L.
Miller, M.
Miller, Michael
Miller, Nicola
Miller, Nicola A.
Miller, P.
Miller, R.M.
Miller, T.J.
Millett, M.J.
Millett, P.
Millett, P.C.
Mills, C.A.
Mills, Catherine J.
Mills, Stephen F.
Millward, R.
Milne, Drew
Milne, Graeme J.
Milne, Gustav
Milner, John
Milsom, S.F.C.
Milton, Anthony
Milward, Alan S.
Milward, A.S.
Minchinton, W.E.
Mingay, G.E.
Mingay, Jean
Minogue, K.R.
Miran, Marie
Miskell, Louise
Misra, Maria
Mitchell, A.
Mitchell, J.C.
Mitchell, Leslie G.
Mitchell, L.G.
Mitchell, Rosemary
Mitchell, S.
Mitchison, Rosalind     M.
Mitchison, Rosalind   M.
Mitchison, Rosalind  M.
Mitchison, Rosalind M.
Mitter, Rana
Mitter, Rana S.R.
Moffatt, I.
Moggridge, D.E.
Molà, Luca
Molland, A.G.
Molyneux, Maxine
Mombauer, Annika
Momigliano, A. D.
Monroe, Elizabeth
Montagu, J.
Montefiore, A.C.R.G.
Moodie, Elspeth M.
Moody, Jane
Moon, David
Moon, E.P.
Mooney, Linne
Moore, B. John S.
Moore, B.J.S.
Moore-Colyer, Richard
Moore, Dafydd
Moore, J.A.
Moore, James
Moore, Jonathan
Moore, J.R.
Moore, R. E.
Moore, Robert
Moore, R.S.
Moore, Susan Hardman
Moorey, P. Roger S.
Moorhouse, H.F.
Moran, Gerard
More, Charles
More, Charles R.V.
Moreton, P.W. Terence
Morewood, Steven
Morgan, Ben
Morgan, D.A.L.
Morgan, David A.L.
Morgan, David O.
Morgan, D.O.
Morgan, Gwenda
Morgan, Hiram
Morgan, Iwan
Morgan, J.D.
Morgan, Kevin
Morgan, K.O.
Morgan, Mary S.
Morgan, N.
Morgan, Philip
Morgan, Philip J.
Morgan, Prys T.J.
Morgan, P.T.J.
Morgan, Simon
Morgan, Susan
Morgan, V.F.G.
Morgan, Victor F.G.
Morison, J.D.
Morison, John D.
Morrill, John
Morrill, John S.
Morrill, J.S.
Morrin, Jean
Morris, C.
Morris, C.D.
Morris, Christine
Morris, Christopher D.
Morris, G.C.
Morris, H.F.
Morris, Jeremy
Morris, Jon
Morris, Jonathan
Morris-Jones, W.H.
Morrison, Alex
Morrison, I.A.
Morrison, John C.
Morris, Peter
Morris, P.J.T.
Morris, Richard
Morris, R.J.
Morris, Robert J.
Morris, Rosemary
Morrissey, Susan
Morriss, Roger
Morris, T.P.
Mort, Frank
Mortimer, Sara C.
Mortimer, Sarah
Morton, A.H.
Morton, Graeme
Morys, M.
Mosley, D.J.
Mosse, W.E.
Moss, Rachel
Mouzelis, N.P.
Moxon, Ian
Moxon, Ian S.
Muhs, Rudolf
Muirhead, I.A.
Muldrew, Craig
Muldrew, J. Craig
Mulholland, Marc
Mullet, Michael A.
Mullett, M.
Mullett, M.A.
Mullett, Michael
Mullett, Michael A.
Mulligan, William
Mullins, Elizabeth
Mumm, Susan
Munch-Petersen, Thomas
Munck, Thomas
Munitiz, Joseph A.
Munn, C.W.
Munro, J.F.
Munslow, Alun
Munting, R.D.
Munton, Richard J.C.
Munton, R.J.C.
Murdoch, Alexander
Murdoch, Alexander J.
Murdoch, Brian O.
Murdoch, Steve
Murphey, R.
Murphey, Rhoads
Murphy, Christopher J.
Murphy, David
Murphy, Neil W.
Murphy, Philip
Murphy, Philip V.
Murray, A.
Murray, Alan V.
Murray, Alexander
Murray, C.D.
Murray, L.
Murray, O.
Murray, P.J.
Murta, K.H.
Musallam, Basim F.
Musallam, B.F.
Musson, A.E.
Mustapha, Abdul R.
Muthesius, S.
Myers, A.R.
Myint, H.
Nagib, Lucia
Nair, Gwyneth
Naphy, William G.
Napier, B.W.
Nash, D.E.M.
Nash, Robert C.
Nash, Susie M.
Naylor, Gillian
Naylor, R.
Neave, D.R.J.
Needham, J.
Nehring, Holger
Neild, R. R.
Neild, R.R.
Neill, E.T.
Neilsen, R.J.
Nelson, Janet   L.
Nelson, Janet  L.
Nelson, Janet L.
Nelson, Jinty
Nenadic, Stana
Nenadic, Stana S.
Nesbitt, J.E.
Nettler, Ronald
Netton, Ian R.
Neve, Michael
Neve, Michael R.
Neve, M.R.
Nevitt, Adela A.
Newbery, D.M.G.
Newbigin, L.
Newbury, C.W.
Newby, H.
Newby, Laura
Newby, L.J.
Newitt, M.D.D.
Newman, A.N.
Newman, Andrew J.
Newman, Aubrey N.
Newman, A.W.
Newman, J.
Newman, J.A.
Newman, John A.
Newman, M.
Newman, R.K.
Newman, Simon
Newsome, D.H.
Newth, J.A.
Newton, C.C.S.
Newton, P.A.
Newton, Scott
Ní Bhroiméil, Úna
Nicholas, H.G.
Nicholas, Siân H.
Nicholls, A.J.
Nicholls, AJ.
Nicholls, Anthony J.
Nicholls, David
Nicholls, Mark
Nicholls, Matthew
Nicholson, Anthony (Tony)
Nicholson, Helen J.
Nicholson, Malcolm
Nichols, Tom
Nichols, W.A.T.
Nickell, S.J.
Nicol, D.
Nicol, D. M.
Nicol, D.M.
Nicolson, Colin
Nicolson, Colin C.
Nicolson, Malcolm
Nield, Keith H.
Nield, K.H.
Nightingale, John
Nightingale, M.
Nisbet, J.D.
Nish, I.H.
Nixon, Mignon
Nizami, Farhan A.
Noach, A.
Noakes, J.D.
Noakes, Jeremy
Noakes, Jeremy D.
Nockles, Peter
Nolan, P.H.
Nolte, Insa
Noltie, Henry
Norbrook, David
Norbrook, David G.E.
Norbrook, D.G.E.
Norman, E.R.
Norris, H.T.
Northedge, F.S.
North, G.
North, J. A.
North, J.A.
North, J.D.
North, John A.
Northway, A.M.
Norton, E.C.
Norton, E. Christopher
Nossiter, T.J.
Noszlopy, George
Nott, James
Nove, A.
Nowakowska, Natalia
Nowakowska, Natalia M.
Nowell-Smith, Geoffrey S.
Nuechterlein, Jeanne
Nugent, Paul C.
Nuttall, G.F.
Nutton, V.
Nutton, Vivian
Nutton, V.M.
Oakley, S.P.
Obelensky, D.
Obelkevich, J.
Obelkevich, James
Obolensky, D.
O'Brien, D.B.C.
O'Brien, D.B. Cruise
O'Brien, D.P.
O'Brien, G.
O'Brien, M. Gerard R.
O'Brien, Michael
O'Brien, Phillips
O'Brien, Phillips P.
O'Brien, P.K.
O'Cathain, Mairtin
O'Ciardha, E.
Ó Ciardha, Éamonn
O'Cinneide, Muireann
O'Connell, Sean
O'Connor, E.
O'Connor, P. Emmet J.
O'Connor, Thomas
Ó Cróinín, Dáibhí
O'Day, M. Rosemary
O'Day, Rosemary
O'Donaghue, Heather
O'Donnell, Ruan
O'Donnell, Ruán
O'Donoghue, H.
O'Donoghue, Heather
O'Dowd, Dr. Mary
O'Dowd, Mary
Ó Drisceoil, Donal
O'Driscoll, Mervyn
Offer, Avner
Offler, H.S.
O'Flaherty, Eamon
O'Flaherty, Wendy D.
Ogborn, Miles J.
Ogden, P.E.
Ogilvie, S.C.
O'Gorman, F.
O'Gorman, Francis
O'Halloran, Clare
O'Halpin, Eunan J.
O'Hanlon, M.
O'Hanlon, Polly
O'Hanlon, Rosalind
Ó hAnnracháin, Tadhg
O'Hara, James
O'Higgins, J.
O'Higgins, P.
Ohlmeyer, Jane H.
Okey, R.F.C.
Okey, Robin
Okey, Robin F.C.
Olde, Anne W.
Oldfield, Anne S.
Oldfield, John
Oldfield, John R.
Oldfield, J.R.
Oldridge, Darren
O'Leary, D. Brendan
O'Leary, Paul
O'Leary, Paul B.
Oliver, Kendrick J.
Oliver, R.
Oliver, R.A.
Ollerenshaw, Philip G.
O'Malley, M.
O'Malley, Michelle
Omissi, David E.
O'Neill, R.J.
O'Neill, Robert J.
Oppenheimer, Peter M.
Oram, Alison
Oram, Alison M.
Oram, Richard D.
Orde, Anne  W.
Orde, Anne W.
O'Reilly, Jennifer
O'Reilly, William
Orme, N.I.
Orme, Nicholas
Orme, Nicholas I.
Ormrod, D.J.
Ormrod, Mark
Ormrod, W. Mark
Ormrod, W.R.
O'Rourke, Kevin
O'Rourke, Shane P.
Orridge, A.W.
Orr, J.M.
Orr, R.R.
Ortiz, Eduardo
Osborne, R.G.
Osborne, Robin G.
Osborne, Toby
Osmond, Jonathan P.
O'Sullivan, Deidre
O'Sullivan, Deirdre
Oswald, A.J.
Otte, Thomas
Ott, Sandra J.
Ó Tuathaigh, Gearóid
Outhwaite, R.B.
Outhwaite, R. Brian
Outhwaite, R.P.
Ovendale, R.
Overton, Mark
Overy, Richard J.
Overy, R.J.
Owen, Dorothy  M.
Owen, Dorothy M.
Owen, Edward R.J.
Owen, E.R.J.
Owen, J.B.
Owen, Nicholas J.
Owen, Susan J.
Oxaal, I.
Oxley, Deborah
Oxley, Deborah J.
Pagden, Anthony R.D.
Pagden, A.R.D.
Page, M.
Page, R.I.
Paget, E.
Palairet, M.R.M.
Palladino, Paolo
Palliser, David
Palliser, David M.
Palliser, D.M.
Pallister, Anne
Pallot, J.
Pallot, Judith
Palma, José G.
Palmer, J.J.N.
Palmer, John J.N.
Palmer, Marilyn
Palmer, M.J.E.
Palmer, Sarah R.
Palmier, L.H.
Palsson, H.
Paluello, L. Minio
Panayi, Panikos
Pandey, B.N.
Pankhurst, R.
Pantin, W.A.
Parish, P.J.
Paris, Michael
Paris, Michael J.
Park, David
Parker, Anthony W.
Parker, A.W.
Parker, Christopher J.W.
Parker, D.
Parker, John S.
Parker, N.G.
Parker, R.
Parker, R.A.
Parker, R.A.C.
Parker, R.L.
Parker, T.M.
Parker, W.H.
Parkes, M.B.
Parkin, F.
Parkinson, F.
Parkinson, Gavin
Parkin, Tim
Park, R.
Parr, Helen
Parrinder, E.G.S.
Parrott, David
Parrott, David A.
Parry, Ann
Parry, C.
Parry, C.H.T.
Parry, Jonathan P.
Parry-Jones, W. Ll.
Parry, M.L.
Parsons, D.W.
Parsons, Gerald
Parsons, Martin
Parsons, P. J.
Partmore, J.A.
Partner, P.D.
Partridge, Monica
Paseta, Senia
Passmore, Kevin
Paterson, Jerry
Paton, Diana
Patrick, Derek
Patten, J.H.C.
Patterson, D.
Patterson, H.
Patterson, H.H.
Pattinson, Juliette
Pattison, B.
Pattison, George
Paul, J.
Paulsson, G. Steve
Pavlowitch, S.K.
Pavlowitch, Stevan K.
Pavlowitch, St.K.
Payne, A.J.
Payne, Peter L.
Payne, P.L.
Peach, Guthlac C.K.
Peacock, D. P. S.
Pearce, Robert D.
Pearce, Sarah J.K.
Pearl, Valerie  L.
Pearl, Valerie L.
Pear, R.H.
Pearson, J.D.
Pearson, Robin
Peden, G.C.
Peden, George C.
Pedersen, Frederik J.G.
Pederson, Federik J.G.
Pederson, Fredrik J.G.
Peele, Gillian  R.
Peele, Gillian R.
Peel, J.D.Y.
Pelczynski, Z.A.
Pelling, C.B.R.
Pelling, H.M.
Pelling, H. Margaret
Pelling, M.
Pelling, Margaret
Pelling, Margaret H.
Peniston-Bird, Corinna
Penman, Michael A.
Penn, D.J.
Pennington, D.H.
Penny, N.
Penrose, Edith T.
Penslar, Derek
Perkin, H. J.
Perkin, H.J.
Perlman, M.
Perrie, Maureen P.
Perry, J.
Petch, D.F.
Peter Edwards
Peter, L.F.
Péter, L.F.
Peter R.
Peterson, Derek
Peterson, Jen
Peter, Thompson
Pettegree, A.D.M.
Pettegree, Andrew D.M.
Pettigrew, Will
Pevsner, N.B.L.
Phelan, Craig
Philip, G.D.E.
Philip, G.E.D.
Philip, I.G.
Philip, M. F. E.
Philips, C.B.
Philips, Colin B.
Philips, Gordon
Philipson, Nicholas T.
Phillips, A.D.M.
Phillips, B.C.
Phillips, C.B.
Phillips, Celia M.
Phillips, Colin B.
Phillips, David G.
Phillips, G.A.
Phillips, Gordon A.
Phillips, Jim
Phillips, Jonathan
Phillips, Jonathan P.
Phillipson, N.
Phillipson, Nicholas T.
Phillipson, N.T.
Philp, Mark
Philp, Mark F.E.
Philpott, William
Phiminster, Ian
Phimister, Ian
Phimister, Ian R.
Phimster, Ian
Phythian-Adams, Charles V.
Phythian-Adams, C.V.
Phythian, Mark
Pick, Daniel M.
Pickles, W.
Pickstone, John V.
Pickstone, J.V.
Pierce, G.O.
Pierce, Steven
Pihlips, D.
Pilbeam, Pamela
Pilbeam, Pamela M.
Pimlott, Ben J.
Pimlott, B.J.
Pinder-Wilson, R.H.
Pinker, R.A.
Piscatori, James
Piscatori, James P.
Pistarino, G.
Pitt, M.R.
Platt, Colin P.S.
Platt, Colin S.
Platt, C.P.S.
Platt, D.C.M.
Platt, D.C.St.M.
Platt, John E.
Ploeckl, Florian
Pluciennik, Mark
Plumb, J.H.
Plumley, J.M.
Pocock, D.F.
Pogge van Strandman, H.J.O.
Pogge von Strandmann, Hartmut J.O.
Pogge von Strandmann, H.J.O.
Poggi, G.
Pointon, Marcia R.
Poleg, Eyal
Pole, J. R.
Pole, J.R.
Pollard, A.J.
Pollard, J.
Pollard, John F.
Pollard, S.
Pollock, Griselda
Pollock, N.
Polonsky, A.B.
Pons, V.
Poole, Robert J.R.
Poole, Steven
Poole, Steven W.
Pooley, C.G.
Pooley, Colin G.
Pooley, Roger
Pope, R.
Pope, Rex
Popham, M.R.
Porter, A.N.
Porter, Andrew N.
Porter, B.
Porter, Bernard J.
Porter, B.J.
Porter, Dil
Porter, Dilwyn
Porter, Dorothy E.
Porter, E.
Porter, H.C.
Porter, J.H.
Porter, R.
Porter, Roy S
Porter, Roy S.
Porter, R.S.
Postgate, John N.
Post, H.R.
Postles, David A.
Potter, David L.
Potter, D.L.
Potter, J.
Potter, Simon
Potts, D.C.
Powell, Avril
Powell, Avril A.
Powell, B.W.F.
Powell, C.T.
Powell, Nia M.W.
Power, Amanda L.
Power, Daniel J.
Power, Helen J.
Power, Michael
Power, Michael J.
Power, M.J.
Powis, J.K.
Powis, Jonathan K.
Pratt, Alan
Pratt, David R.
Pratt, K.L.
Pravda, A.
Pravda, Alex
Prazmowska, Anita J.
Prescott, A.
Prescott, Andrew
Prescott, Robert G.W.
Pressnell, L.S.
Prest, J.M.
Prest, John M.
Preston, Andrew
Preston, P.
Preston, Paul
Preston, R.
Prestwich, J.O.
Prestwich, M.C.
Prestwich, Menna
Prestwich, Michael
Prestwich, Michael C.
Prettejohn, Elizabeth
Price, C.A.
Price, C.J.L.
Price, D.T.W.
Price, Jenny
Price, J. Leslie
Price, Munro
Price, R.D.
Price, Roger D.
Price, Simon R.F.
Price, S.R.F.
Priestland, David R.
Priestland, D.R.
Prince, D.T.W.
Prince, H.C.
Prince, Hugh C.
Pringle, Denys
Pritchard, D.G.
Pritchard, Gareth D.
Pritchard, J.
Procter, Evelyn E.S.
Procter, Margaret
Pronay, N.
Prothero, I.J.
Prothero, Iorwerth J.
Prothero, R.M.
Proudfoot, Lindsey J.
Prunty, Jacinta
Pryce, A. Huw
Prynne, J.H.
Puffett, D.R.
Pugh, M.D.
Pugh, R.B.
Pugh, R.K.
Pullan, Brian S.
Pullan, B.S.
Pullman, B.S.
Pulzer, Peter G.J.
Pulzer, P.G.J.
Pumfrey, S.
Pumfrey, Stephen P.
Purcell, J.
Purcell, N.
Purcell, Nicholas
Purdue, A. William
Purkis, J.
Purkiss, Diane
Purvis, June
Pye, E.M.
Pye, N.
Pyrsent, Robert B.
Questier, Michael C.
Quilley, Geoffrey
Quinault, Roland E.
Quinn, D.B.
Quinn, Josephine
Quinn, Kate
Quintrell, Brian W.
Quintrell, B.W.
Raab, C.D.
Rabinovitch, N.L.
Raby, Julian A.J.
Rack, H.D.
Rack, Henry D.
Radner, Karen
Rady, Martyn C.
Rahtz, P. A.
Rahtz, P.A.
Rajak, Tessa
Ramble, Charles
Ramm, Agatha
Ramos, Gabriela P.
Ramos Pinto, Pedro
Ramsay, G.D.
Ramsden, J.A.
Ramsden, John A.
Randall, Ian M.
Randall, Nicholas
Ranft, B. McL.
Ranft, B.McL.
Ranger, Terence O.
Ranger, T.O.
Ranieri, Ruggero
Rankin, S.
Ranson, E.
Ranson, Edward
Rapport, Michael G.
Ratcliffe, B.M.
Ratcliffe, D.J.
Rathbone, Richard
Rathbone, Richard J.A.R.
Rathbone, R.J.A.R.
Rathwell, J.C.A.
Rattansi, P.M.
Ravenhill, W.L.D.
Raven, J.
Raven, James R.
Rawcliffe, Carole
Rawlings, Louis
Rawson, Jessica
Raybould, T.J.
Raychaudhuri, Dr. T.
Raychaudhuri, T.
Raychaudhuri, Tapan
Ray, J.D.
Ray, Margaret
Read, B.
Read, Christopher
Read, D.
Read, J.S.
Readman, Paul A.
Rea, J.R.
Rechter, D.
Reddaway, P.B.
Reddaway, T.F.
Redmond, Anthony
Redworth, Glyn
Reece, R.M.
Reeder, D.A.
Reed, Terence J.
Ree, J.
Rees, A.M.
Rees, Arfan
Rees, E. Arfon
Reese, T.R.
Rees Jones, Sarah
Rees, Owen
Rees, Tim
Rees, Timothy
Rees, T.J.
Reeves, Marjorie E.
Reeves, P.
Reeves, P.D.
Regan, D.
Reid, A.J.
Reid, Alastair J.
Reid, B.H.
Reid, Brian Holden
Reid, D.A.
Reid, Douglas A.
Reid, F.
Reidi, Eliza
Reid, K.C.
Reid, Kirsty M.
Reimann, Aribert
Reinders, R.C.
Reinhardt, Tobias
Reis.
Reiss, Matthias
Remond, R.
Rendall, Jane
Rendall, Jane L.
Rendel, Marguerite
Rendle, Matt
Renfrew, J.
Renfrew, J.M.
Renshaw, P.R.G.
Renwick, Christopher
Repp, R.C.
Reuveni, Gideon
Rex, Richard A.
Reynalds, Andrew
Reynolds, Andrew
Reynolds, David J.
Reynolds, D.J.
Reynolds, J.
Reynolds, Joyce  M.
Reynolds, Joyce M.
Reynolds, Siân
Reynolds, Susan M.G.
Rhodes, Peter J.
Rhodes, P. J.
Rhodes, P.J.
Rhys Morus, Iwan
Riall, Lucy J.
Ribeiro, Aileen  E.
Ribeiro, Aileen E.
Ribeiro de Meneses, Filipe
Richards, B.A.
Richards, Donald S.
Richards, D. S.
Richards, D.S.
Richards, J.
Richards, Jeffrey
Richards, Jeffrey M.
Richards, Jennifer T.
Richards, J.M.
Richards, Julian D.
Richardson, David
Richardson, P.D.
Richardson, R.
Richardson, R.C.
Richardson, Richard C.
Richardson, Roger C.
Richardson, Sarah
Richards, Penny
Richards, P.G.
Richards, Shaun
Rich, E.E.
Riches, William T.M.
Riches, W.T.M.
Richmond, C.F.
Richmond, Colin F.
Richmond, J.C.B.
Richmond, Vivienne
Riddy, Felicity
Riddy, Felicity J.
Riddy, J.
Rider, Catherine R.
Rieger, Bernhard
Rifkin, Adrian
Rigby, S.H.
Rigby, Stephen
Riley, P.W.J.
Riley, R.C.
Riley-Smith, Jonathan S.C.
Riley - Smith, J. S. C.
Riley - Smith, J.S.C.
Riley-Smith, J.S.C.
Rimmer, D.
Rimmer, Joyce M.
Rimmington, D.R.
Ringen, Stein
Risso, Linda
Rivers, Isabel
Rivers, J.P.W.
Rivet, A. L. F.
Rivet, A.L.F.
Riviere, P.G.
Rizvi, G.
Roach, Andrew
Roach, Andrew P.
Roach, J.P.C.
Robbins, K.G.
Robbins, R.H.
Robb, Peter
Robb, Peter G.
Robb, P.G.
Roberts, A.D.
Roberts, Andrew D.
Roberts, B.C.
Roberts, B.K.
Roberts, Charlotte
Roberts, D.
Roberts, E.A.
Roberts, E. Adam
Roberts, Edward A.
Roberts, Geoffrey
Roberts, Gerrylynn K.
Roberts, J.M.
Roberts, M.
Roberts, Michael F.
Roberts, N.
Robertson, A.J.
Robertson, Alex J.
Robertson, C.J.A.
Robertson, C. M.
Robertson, E. Clare
Robertson, E.M.
Robertson, Iain J.M.
Robertson, J.C.
Robertson, John C.
Roberts, Owen
Roberts, Penelope W.
Roberts, Penny
Roberts, Peter R.
Roberts, P.R.
Roberts, Richard
Roberts, R.J.
Roberts, R.O.
Roberts, R.S.
Roberts, S.
Robinson, Chase F.
Robinson, D.
Robinson, D.J.
Robinson, Duncan
Robinson, F.C.R.
Robinson, Francis
Robinson, Francis C.R.
Robinson, Ian
Robinson, Lucy
Robinson, Neal
Robinson, R.A.H.
Robinson, R.E.
Robson, B.T.
Robson, P.
Roche, J.J.
Rock, P.E.
Rodewald, C. A.
Rodger, Nicholas
Rodger, Nicholas A.M.
Rodger, R.G.
Rodger, Richard G.
Rodgers, H.B.
Rodriguez-Salgado, Maria-José
Rodway, A.E.
Roebuck, P.
Roemer, Nils
Roffey, Simon
Rogan, Eugene L.
Rogers, A.
Rogers, D.
Rogers, T.
Rogister, J.M.J.
Rogister, John M.J.
Rohkramer, Thomas
Rohl, J.C.G.
Röhl, J.C.G.
Röhl, John C.G.
Röhrig Assunção, Matthias
Röhrkasten, Jens U.
Rollason, David W.
Rollason, D.W.
Rollings, Neil
Rolo, P.J.V.
Roodhouse, Mark
Roots, I.A.
Roper, Lyndal
Roper, Lyndal A.
Roper, Michael S.
Rose, F.
Rose, Gillian C.
Rose, Mary B.
Rose, M.E.
Rose, Michael E.
Rosen, F.
Rosen, Fred
Rosenthal, E.I.J.
Rose, S.
Rose, Stephen
Roseveare, H.G.
Roskell, J.S.
Roskell, R.S.
Rosman, Doreen  M.
Rosman, Doreen M.
Ross, A.
Ross, A.C.
Ross, Cathy
Ross, C.D.
Ross, Duncan M.
Rosselli, J.
Rosser, A.G
Rosser, A. Gervase
Rosser, Gervase
Rothschild, E.
Rothschild, Emma
Rothwell, V.H.
Rothwell, Victor
Rothwell, Victor H.
Rouse, Paul
Rowbotham, Judith D.
Rowdon, H.H.
Rowe, D.J.
Rowe, E.
Rowell, D.G.
Rowell, D. Geoffrey
Rowe, Michael P.
Rowett, John S.
Rowett, J.S.
Rowe, W.J.
Rowlands, Alison
Rowlands, Guy
Rowlands, Guy R.
Rowlands, Ifor
Rowlands, I.W.
Rowlands, M.
Rowlands, M.J.
Rowlandson, Jane L.
Rowley-Conwy, Peter
Rowlinson, W.
Rowthorn, R.E.
Roxborough, I.
Roy, I.
Roy, Ian
Roy, J.
Royle, E.
Royle, Edward
Rpbertson, C.J.A.
Ruane, Kevin J.
Rubenstein, N.
Rubies, Joan-Pau
Rubiés, Joan-Pau
Rubin, Miri
Rubin, Miri E.
Rubin, Pat
Rubin, Patricia L.
Rubinstein, D.
Rubinstein, N.
Rubinstein, William D.
Rublack, Ulinka C.
Rudden, B.A.
Ruddock, Alwyn A.
Rudwick, M.J.S.
Ruggles, Clive
Rule, J.G.
Rule, John G.
Rumble, Alex R.
Rupp, E.G.
Rushton, P.
Rushton, Peter
Russell, C.A.
Russell, Colin A.
Russell, C.S.R.
Russell, D. A. F. M.
Russell, David
Russell, David C.
Russell, D.C.
Russell, P.E.
Rutherford, Ian C.
Rütten, Thomas
Rutter, Neville K.
Ryan, A.J.
Ryan, A.N.
Ryan, David
Ryan, James
Ryan, James R.
Ryan, Joan A.
Ryan, Mick
Ryan, S.
Ryan, Stephen
Ryan, William F.
Rycraft, Peter
Rykwert, J.
Ryzova, Lucy
Sabin, P.A.G.
Sabin, Philip
Sabin, Philip A.G.
Sabri-Tabrizi, G.R.
Sabri-Tabrizi, G. Reza
Sainsbury, Sally  B.
Sainsbury, Sally B.
Saint, Andrew
Saint, Andrew J.
Sally, Horrocks
Salmon, Patrick J.K.
Salmon, P.J.K.
Salmon, Richard J.
Salt, J.
Sanders, E.P.
Sanderson, G.N.
Sanderson, J.M.
Sanderson, J. Michael
Sanderson, J.M.M.
Sanderson, S.F.
Sandle, Mark
Sandle, Mark A.
Santangelo, Federico
Sarson, Steven J.
Sassoon, Donald
Satzinger, Helga
Saul, Nigel E.
Saul, S.B.
